Time [s],SOC [%],I [kA]
0,0.63163483978886,0.000153411298262976
1.00501640889979,0.631646164917691,0.000951453206031135
2.00821542339963,0.630583366065122,-0.00299424997359411
3.0181369878801,0.630438676851046,0.00065354322087705
4.02316802525002,0.632331970545186,0.00294049896527005
5.02733482825988,0.630888724744249,-0.000509584830682255
6.03626589161013,0.63227121076612,0.00122557102634667
7.04129153955,0.631646602678951,-0.00483003458708325
8.0463791659804,0.631790713457645,-0.00242045652922653
9.04939686449961,0.63066047500342,-0.00228207639976018
10.0517070072201,0.630477142526206,0.00161422517721975
11.0615323317897,0.629614531110615,-0.00245679719551964
12.0655871115496,0.631117072688945,0.00277019068296862
13.06864176619,0.630446520520713,-0.00249081075495301
14.0727046300999,0.632241087139282,0.00206225125753236
15.0808303579097,0.62899935276492,-0.242855027007971
16.0869523708698,0.628929605315435,-0.241937856340498
17.0948344192402,0.628249066724556,-0.24709774590714
18.0980615357903,0.628436301577165,-0.239125032611029
19.1039360197101,0.626077168435724,-0.241077430578576
20.1069798954795,0.625625886206133,-0.241959486591697
21.1152542177097,0.623997246659134,-0.238654218598707
22.11711280279,0.623662759149592,-0.241273917486245
23.1221892654003,0.620421051965006,-0.237106101030141
24.1231893905097,0.622381129593388,-0.24178938742807
25.1272407056304,0.620650016373971,-0.238435585804128
26.1362957259798,0.620989815698786,-0.237044041252733
27.1364793517196,0.618735900780631,-0.240758407753511
28.1414026004004,0.617186302270347,-0.238675695387808
29.1495802977597,0.617427609084243,-0.242946835164873
30.1584489976603,0.616429978578355,-0.237097771256824
31.1645390589601,0.614982578615632,-0.241599491946976
32.1676141164698,0.61321898076446,-0.235903858183488
33.1686388789904,0.613633483897827,-0.243156447881663
34.1756451442097,0.612135104281311,-0.234838890011166
35.1806923498898,0.611941553218434,-0.24153613639275
36.1858511938499,0.609029853854426,-0.239885460992396
37.1908468149404,0.609564111298607,-0.241418826635751
38.1959005649196,0.605653863133858,-0.241198646059933
39.2039435264196,0.607266793228385,-0.242850864933216
40.2121539453501,0.605809907370083,-0.239468002835879
41.2160655201196,0.605457876287284,-0.243850513273672
42.2191505865803,0.60392832634908,-0.23817487135811
43.2241719999602,0.601848431678654,-0.482295419636464
44.2301989278803,0.59890752268963,-0.484451958512564
45.2323346839003,0.597624866412652,-0.482416120335011
46.2382599824796,0.596976654406982,-0.477916999187509
47.2393274755295,0.595752592812713,-0.483670366350066
48.2442272416602,0.593315327389613,-0.481300912188142
49.2484463991796,0.589856637660867,-0.482832870937388
50.2544956547599,0.589502313363156,-0.47728891553561
51.2603123947301,0.58750806178841,-0.474047051513892
